Filename,Title,Keywords
big project 03 8933_FINAL.eps,Courthouse Legal Building Icons,"courthouse, justice, law, legal, court, building, scales, judgment, attorney, lawyer, government, counsel, litigation, firm, advocacy, trial, statute, judicial, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, branding, web, corporate, legal, service, justice, courtroom, authority, rule, law, system, modern, minimalist, clean, digital, isolated, lawyer"
big project 03 8934_FINAL.eps,Project Milestone Timeline Icons,"timeline, milestone, project, management, progress, goals, flag, path, business, planning, strategy, development, task, roadmap, schedule, completion, achievement, tracking, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, reporting, dashboard, corporate, workflow, process, analysis, data, visual, modern, minimalist, clean, digital, isolated, timeline, planning, business"
big project 03 8935_FINAL.eps,Recycle Symbol Icons Set,"recycle, symbol, environment, sustainability, green, waste, management, ecology, conservation, triangle, arrows, nature, protection, eco, friendly, recycling, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, branding, corporate, web, modern, minimalist, clean, digital, isolated, earth, planet, future, responsible, energy, resource, cycle, circular, economy"
big project 03 8936_FINAL.eps,Project Milestone Timeline Icons,"timeline, milestone, project, management, progress, goals, flag, path, business, planning, strategy, development, task, roadmap, schedule, completion, achievement, tracking, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, reporting, dashboard, corporate, workflow, process, analysis, data, visual, modern, minimalist, clean, digital, isolated, timeline, planning, business"
big project 03 8937_FINAL.eps,International Financial District Icons,"finance, banking, currency, euro, yen, investment, building, district, international, trade, global, money, economy, corporate, financial, business, market, capital, wealth, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, branding, web, modern, minimalist, clean, digital, isolated, money, growth, banking, finance, assets, fiscal, monetary, exchange"
big project 03 8938_FINAL.eps,International Financial District Icons,"finance, banking, currency, euro, yen, investment, building, district, international, trade, global, money, economy, corporate, financial, business, market, capital, wealth, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, branding, web, modern, minimalist, clean, digital, isolated, money, growth, banking, finance, assets, fiscal, monetary, exchange"
big project 03 8939_FINAL.eps,Financial Growth Bar Chart Icons,"growth, chart, bar, graph, business, profit, trend, arrow, success, financial, analysis, market, reporting, data, performance, investment, economy, corporate, increase, icon, set, graphic, illustration, flat, gradient, outline, design, symbol, professional, branding, web, modern, minimalist, clean, digital, isolated, statistics, report, finance, revenue, sales, metrics, planning, strategy, results"
big project 03 8940_FINAL.eps,Set of Five Bar Graph Icons with Upward Trend Arrow,"graph, chart, business, finance, growth, data, marketing, statistics, analysis, report, icon, symbol, digital, gradient, colorful, minimal, outline, design, graphic, illustration, business, performance, success, profit, economy, investment, strategy, metrics, trend, arrow, bar, corporate, commercial, website, application, ui, ux, element, infographic, visual, presentation, summary, management, planning, smart"
big project 03 8941_FINAL.eps,Five KPI Dashboard Interface Icons with Gauges and Charts,"kpi, dashboard, analytics, business, data, performance, gauge, chart, statistics, report, icon, interface, software, digital, gradient, colorful, minimal, outline, design, graphic, illustration, management, monitoring, tracking, metrics, business, corporate, web, application, ui, ux, element, infographic, visual, presentation, summary, planning, strategy, insight, measurement, reporting, productivity, results, optimization, analysis"
big project 03 8942_FINAL.eps,Set of Five KPI Dashboard Icons with Gauges,"kpi, dashboard, analytics, business, data, performance, gauge, speedometer, chart, statistics, report, icon, interface, software, digital, gradient, colorful, minimal, outline, design, graphic, illustration, management, monitoring, tracking, metrics, business, corporate, web, application, ui, ux, element, infographic, visual, presentation, summary, planning, strategy, insight, measurement, reporting, productivity, results"
big project 03 8943_FINAL.eps,Five Analytics Dashboard Icons with Multiple Charts,"analytics, dashboard, data, business, chart, graph, statistics, report, icon, interface, software, digital, gradient, colorful, minimal, outline, design, graphic, illustration, management, monitoring, tracking, metrics, business, corporate, web, application, ui, ux, element, infographic, visual, presentation, summary, planning, strategy, insight, measurement, reporting, productivity, results, analysis, information"
big project 03 8944_FINAL.eps,Set of Five Database Security Icons with Shield,"database, security, server, shield, protection, data, cloud, cyber, safety, privacy, icon, storage, digital, gradient, colorful, minimal, outline, design, graphic, illustration, technology, it, network, system, backup, information, secure, encrypted, web, application, ui, ux, element, visual, management, infrastructure, hardware, software, cybersecurity, safety, defense, risk, management, tech"
big project 03 8945_FINAL.eps,Five Analytics Dashboard Icons with Data Visualization,"analytics, dashboard, data, business, chart, graph, statistics, report, icon, interface, software, digital, gradient, colorful, minimal, outline, design, graphic, illustration, management, monitoring, tracking, metrics, business, corporate, web, application, ui, ux, element, infographic, visual, presentation, summary, planning, strategy, insight, measurement, reporting, productivity, results, analysis, information"
big project 03 8946_FINAL.eps,Set of Five Simple Apple Fruit Icons,"apple, fruit, food, healthy, nutrition, nature, fresh, icon, symbol, digital, gradient, colorful, minimal, outline, design, graphic, illustration, diet, organic, education, school, snack, freshness, lifestyle, wellness, harvest, simple, flat, element, ui, ux, web, application, pictogram, brand, logo, graphic, art, creative, style, modern, minimalist, shape"
big project 03 8947_FINAL.eps,Five Checklist Icons with Checked Boxes,"checklist, task, list, todo, check, management, productivity, planning, business, organize, icon, symbol, digital, gradient, colorful, minimal, outline, design, graphic, illustration, project, work, action, completed, done, status, web, application, ui, ux, element, visual, form, document, office, admin, process, workflow, tracking, success, achievement, efficiency, checkmarked"
big project 03 8948_FINAL.eps,Five Checklist Icons for Task Management,"checklist, task, list, todo, check, management, productivity, planning, business, organize, icon, symbol, digital, gradient, colorful, minimal, outline, design, graphic, illustration, project, work, action, completed, done, status, web, application, ui, ux, element, visual, form, document, office, admin, process, workflow, tracking, success, achievement, efficiency, checkmarked"
